12.0,50
6.0,100
8.0,150
12.0,200
8.0,50
8.0,100
4.0,150
8.0,200
12.0,250
10.0,300
14.000000000000002,350
20.0,400
20.0,450
16.0,500
12.0,550
28.000000000000004,600
30.0,650
28.000000000000004,700
8.0,750
26.0,800
22.0,850
36.0,900
12.0,950
22.0,1000
36.0,1050
34.0,1100
38.0,1150
36.0,1200
48.0,1250
46.0,1300
57.99999999999999,1350
26.0,1400
44.0,1450
32.0,1500
28.000000000000004,1550
40.0,1600
40.0,1650
46.0,1700
36.0,1750
34.0,1800
42.0,1850
46.0,1900
42.0,1950
42.0,2000
36.0,2050
52.0,2100
30.0,2150
32.0,2200
32.0,2250
30.0,2300
42.0,2350
34.0,2400
38.0,2450
32.0,2500
24.0,2550
34.0,2600
54.0,2650
28.000000000000004,2700
36.0,2750
30.0,2800
28.000000000000004,2850
38.0,2900
30.0,2950
38.0,3000
30.0,3050
32.0,3100
30.0,3150
32.0,3200
28.000000000000004,3250
42.0,3300
32.0,3350
38.0,3400
36.0,3450
32.0,3500
38.0,3550
34.0,3600
54.0,3650
26.0,3700
38.0,3750
34.0,3800
32.0,3850
36.0,3900
50.0,3950
20.0,4000
20.0,4050
30.0,4100
36.0,4150
24.0,4200
38.0,4250
28.000000000000004,4300
28.000000000000004,4350
22.0,4400
28.000000000000004,4450
26.0,4500
30.0,4550
28.000000000000004,4600
30.0,4650
20.0,4700
38.0,4750
30.0,4800
26.0,4850
46.0,4900
30.0,4950
44.0,5000
32.0,5050
36.0,5100
28.000000000000004,5150
46.0,5200
30.0,5250
46.0,5300
34.0,5350
32.0,5400
44.0,5450
36.0,5500
38.0,5550
40.0,5600
50.0,5650
28.000000000000004,5700
26.0,5750
32.0,5800
34.0,5850
26.0,5900
28.000000000000004,5950
24.0,6000
28.000000000000004,6050
38.0,6100
30.0,6150
18.0,6200
34.0,6250
32.0,6300
34.0,6350
20.0,6400
32.0,6450
28.000000000000004,6500
20.0,6550
36.0,6600
34.0,6650
32.0,6700
22.0,6750
34.0,6800
34.0,6850
32.0,6900
28.000000000000004,6950
22.0,7000
46.0,7050
32.0,7100
36.0,7150
26.0,7200
36.0,7250
38.0,7300
44.0,7350
32.0,7400
44.0,7450
32.0,7500
30.0,7550
42.0,7600
26.0,7650
46.0,7700
38.0,7750
32.0,7800
26.0,7850
30.0,7900
48.0,7950
40.0,8000
40.0,8050
38.0,8100
34.0,8150
36.0,8200
38.0,8250
34.0,8300
36.0,8350
28.000000000000004,8400
36.0,8450
38.0,8500
34.0,8550
40.0,8600
30.0,8650
36.0,8700
32.0,8750
42.0,8800
32.0,8850
30.0,8900
42.0,8950
40.0,9000
22.0,9050
24.0,9100
32.0,9150
28.000000000000004,9200
36.0,9250
40.0,9300
42.0,9350
46.0,9400
34.0,9450
38.0,9500
36.0,9550
48.0,9600
34.0,9650
26.0,9700
50.0,9750
26.0,9800
20.0,9850
24.0,9900
38.0,9950
26.0,10000
28.000000000000004,10050
24.0,10100
28.000000000000004,10150
42.0,10200
30.0,10250
20.0,10300
34.0,10350
26.0,10400
32.0,10450
36.0,10500
32.0,10550
26.0,10600
20.0,10650
36.0,10700
32.0,10750
30.0,10800
24.0,10850
32.0,10900
28.000000000000004,10950
30.0,11000
42.0,11050
30.0,11100
34.0,11150
22.0,11200
34.0,11250
24.0,11300
32.0,11350
28.000000000000004,11400
26.0,11450
22.0,11500
44.0,11550
30.0,11600
24.0,11650
28.000000000000004,11700
28.000000000000004,11750
30.0,11800
34.0,11850
22.0,11900
26.0,11950
28.000000000000004,12000
32.0,12050
36.0,12100
34.0,12150
24.0,12200
26.0,12250
36.0,12300
26.0,12350
16.0,12400
20.0,12450
26.0,12500
38.0,12550
34.0,12600
38.0,12650
40.0,12700
28.000000000000004,12750
34.0,12800
32.0,12850
40.0,12900
36.0,12950
30.0,13000
34.0,13050
28.000000000000004,13100
28.000000000000004,13150
34.0,13200
34.0,13250
38.0,13300
24.0,13350
32.0,13400
32.0,13450
26.0,13500
24.0,13550
22.0,13600
30.0,13650
32.0,13700
32.0,13750
38.0,13800
30.0,13850
38.0,13900
32.0,13950
28.000000000000004,14000
28.000000000000004,14050
34.0,14100
46.0,14150
34.0,14200
32.0,14250
34.0,14300
44.0,14350
28.000000000000004,14400
30.0,14450
22.0,14500
34.0,14550
34.0,14600
26.0,14650
36.0,14700
32.0,14750
38.0,14800
40.0,14850
28.000000000000004,14900
28.000000000000004,14950
38.0,15000
32.0,15050
28.000000000000004,15100
34.0,15150
28.000000000000004,15200
26.0,15250
28.000000000000004,15300
34.0,15350
48.0,15400
28.000000000000004,15450
32.0,15500
36.0,15550
40.0,15600
28.000000000000004,15650
30.0,15700
22.0,15750
34.0,15800
30.0,15850
46.0,15900
42.0,15950
24.0,16000
40.0,16050
32.0,16100
34.0,16150
38.0,16200
44.0,16250
44.0,16300
42.0,16350
38.0,16400
40.0,16450
38.0,16500
38.0,16550
52.0,16600
30.0,16650
44.0,16700
38.0,16750
24.0,16800
34.0,16850
30.0,16900
40.0,16950
36.0,17000
30.0,17050
34.0,17100
28.000000000000004,17150
36.0,17200
38.0,17250
34.0,17300
38.0,17350
44.0,17400
32.0,17450
36.0,17500
36.0,17550
32.0,17600
24.0,17650
38.0,17700
38.0,17750
52.0,17800
32.0,17850
26.0,17900
32.0,17950
30.0,18000
42.0,18050
32.0,18100
34.0,18150
32.0,18200
24.0,18250
28.000000000000004,18300
22.0,18350
26.0,18400
24.0,18450
20.0,18500
42.0,18550
26.0,18600
22.0,18650
34.0,18700
22.0,18750
32.0,18800
28.000000000000004,18850
32.0,18900
22.0,18950
30.0,19000
32.0,19050
36.0,19100
30.0,19150
30.0,19200
30.0,19250
50.0,19300
30.0,19350
32.0,19400
24.0,19450
42.0,19500
26.0,19550
32.0,19600
38.0,19650
32.0,19700
22.0,19750
18.0,19800
22.0,19850
26.0,19900
32.0,19950
24.0,20000
30.0,20050
38.0,20100
32.0,20150
24.0,20200
28.000000000000004,20250
26.0,50
20.0,100
26.0,150
8.0,200
22.0,250
24.0,300
26.0,350
24.0,400
30.0,450
34.0,500
40.0,550
30.0,600
0.0,50
0.0,100
0.0,150
2.0,200
2.0,250
0.0,50
0.0,100
0.0,150
0.0,200
0.0,250
0.0,300
0.0,350
2.0,400
2.0,450
2.0,500
2.0,550
2.0,600
2.0,650
4.0,700
4.0,750
4.0,800
2.0,850
2.0,900
4.0,950
4.0,1000
2.0,1050
2.0,1100
